id_dec,length,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8
356,8,00,08,00,00,00,00,0B,03
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
356,8,00,08,00,00,00,00,01,09
1435,8,00,00,00,00,00,00,00,88
880,8,00,20,00,80,00,00,00,00
1087,8,00,40,61,FF,6E,54,2B,00
1349,8,D8,A1,00,8B,00,00,00,00
1349,8,D8,91,00,8B,00,00,00,00
608,8,11,10,06,30,25,CA,45,0E
304,8,92,80,00,FF,7D,7C,0A,ED
688,5,EB,FF,00,07,CE
688,5,E9,FF,00,07,00
544,8,8F,03,FF,C7,0C,00,48,10
688,5,E9,FF,00,07,44
1087,8,00,40,61,FF,6E,A4,2A,00
880,8,00,20,00,80,00,00,00,00
688,5,EB,FF,00,07,9B
1349,8,D8,00,00,8B,00,00,00,00
544,8,90,03,FF,C7,0C,00,48,10
688,5,EB,FF,00,07,31
688,5,E9,FF,00,07,33
357,8,FF,07,80,00,00,00,0A,72
357,8,FF,07,80,00,00,00,0C,74
357,8,FF,F7,7F,00,00,00,0E,79
357,8,FF,F7,7F,00,00,00,00,77
357,8,FF,07,80,00,00,00,02,7A
544,8,8F,03,FF,C7,0C,00,48,10
320,8,00,00,00,00,02,00,2C,12
1088,8,FF,00,00,00,FF,AC,26,00
320,8,00,00,00,00,06,15,20,5D
304,8,92,80,00,FF,8E,7C,02,01
848,8,00,6B,81,94,97,00,00,E9
898,8,00,00,00,00,00,00,00,88
672,8,28,00,8E,1C,B5,09,7D,03
544,8,8F,03,FF,C7,0C,00,48,10
1264,8,80,00,C6,00,00,39,3C,0F
1264,8,80,00,C8,00,00,39,3C,0F
304,8,92,80,00,FF,95,7C,0F,18
1264,8,80,00,CC,00,00,39,3C,0F
2,8,00,00,00,00,00,08,03,77
1264,8,80,00,D0,00,00,39,3C,0F
1264,8,80,00,D2,00,00,39,3C,0F
544,8,8D,03,FF,C7,0C,00,48,10
544,8,91,03,FF,C7,0C,00,48,10
1435,8,00,00,00,00,00,00,00,88
880,8,00,20,00,80,00,00,00,00
305,8,00,80,00,00,FD,7B,00,02
1349,8,D8,00,00,8B,00,00,00,00
1349,8,D8,3B,00,8B,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1349,8,D8,00,00,8B,00,00,00,00
790,8,05,0D,98,1F,0D,1E,00,72
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1349,8,D8,3A,00,8B,00,00,00,00
1349,8,D8,00,00,8B,00,00,00,00
305,8,00,80,00,00,EE,7B,05,FF
2,8,00,00,00,00,00,00,07,59
544,8,8E,03,FF,C7,0C,00,48,10
544,8,8F,03,FF,C7,0C,00,48,10
357,8,FF,F7,7F,00,00,00,0C,7B
357,8,FF,07,80,00,00,00,0E,76
357,8,FF,F7,7F,00,00,00,00,77
357,8,FF,F7,7F,00,00,00,02,75
357,8,FE,07,80,00,00,00,04,7D
357,8,FF,F7,7F,00,00,00,06,71
356,8,00,08,00,00,00,00,0C,04
1508,3,00,00,00
357,8,FF,F7,7F,00,00,00,0C,7B
339,8,00,00,00,FF,00,FF,D0,CE
809,8,0F,B8,7E,10,11,20,00,12
790,8,05,13,74,18,13,1D,00,72
688,5,EB,FF,00,07,DF
305,8,08,80,00,00,E3,7B,05,A8
688,5,E9,FF,00,07,33
688,5,E9,FF,00,07,55
688,5,EB,FF,00,07,57
688,5,E9,FF,00,07,99
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1349,8,D8,00,00,8B,00,00,00,00
1349,8,D8,00,00,8B,00,00,00,00
608,8,13,13,05,30,25,B9,47,28
790,8,05,13,18,15,13,1D,00,72
1349,8,D8,46,00,8B,00,00,00,00
1349,8,D8,47,00,8B,00,00,00,00
608,8,14,14,05,30,25,B7,46,29
320,8,00,00,00,00,04,21,2F,09
848,8,00,6B,F1,94,97,00,00,99
356,8,00,08,00,00,00,00,07,0F
688,5,E9,FF,00,07,33
544,8,8F,03,FF,C7,0C,00,48,10
544,8,8E,03,FF,C7,09,00,48,10
1349,8,D8,00,00,8B,00,00,00,00
880,8,00,20,00,80,00,00,00,00
320,8,00,00,00,00,0E,21,2E,1B
356,8,00,08,00,00,00,00,04,0C
304,8,98,80,00,FF,8D,7C,02,E5
880,8,00,20,00,80,00,00,00,00
1087,8,00,40,61,FF,6E,30,12,00
1349,8,D8,50,00,8B,00,00,00,00
339,8,00,00,00,FF,00,FF,D0,CE
672,8,28,00,8E,1C,B5,09,7D,03
320,8,00,00,00,00,10,33,2D,01
356,8,00,08,00,00,00,00,03,0B
848,8,00,6B,F1,94,97,00,00,99
848,8,00,6B,01,94,97,00,00,69
1264,8,80,00,54,00,00,39,3C,0F
688,5,E9,FF,00,07,88
688,5,E9,FF,00,07,AA
357,8,FF,07,80,00,00,00,01,79
1088,8,FF,00,00,00,FF,5C,11,00
1088,8,FF,00,00,00,FF,38,11,00
1088,8,FF,00,00,00,FF,0C,11,00
1349,8,D8,59,00,8B,00,00,00,00
1349,8,D8,5B,00,8A,00,00,00,00
544,8,8E,03,FF,C7,0C,00,48,10
399,8,FA,67,00,00,00,44,00,20
688,5,E9,FF,00,07,CC
357,8,FF,07,80,00,00,00,03,7B
672,8,08,00,8E,1C,B5,09,7D,03
320,8,00,00,00,00,02,00,2F,35
1201,8,01,00,00,00,00,00,00,01
688,5,EB,FF,00,07,46
544,8,90,03,FF,C7,09,00,4A,10
544,8,92,03,FF,C7,0C,00,48,10
1088,8,FF,00,00,00,FF,B0,0F,00
880,8,00,20,00,80,00,00,00,00
304,8,92,80,00,FF,8B,7C,0C,2E
1087,8,00,40,61,FF,6E,86,0F,00
1440,8,00,00,00,00,00,00,00,00
898,8,00,00,00,00,00,00,00,4C
357,8,FE,07,80,00,00,00,0D,74
320,8,00,00,00,00,12,21,25,C6
356,8,00,08,00,00,00,00,0B,03
1265,8,08,17,00,00,00,00,00,00
1264,8,80,00,8C,00,00,39,3C,0F
1264,8,80,00,8E,00,00,39,3C,0F
339,8,00,00,00,FF,00,FF,70,6E
1088,8,FF,00,00,00,FF,E6,0E,00
790,8,45,2E,28,0F,2E,3A,00,72
356,8,00,08,00,00,00,00,08,00
608,8,20,2D,28,30,25,AF,4E,2E
356,8,00,08,00,00,00,00,0C,04
1349,8,D8,00,00,8A,00,00,00,00
608,8,21,35,2E,30,25,AF,5B,02
497,8,00,00,00,00,00,00,00,00
320,8,00,00,00,00,06,39,2F,E4
320,8,00,00,00,00,0A,27,21,13
320,8,00,00,00,00,02,00,23,A9
356,8,00,08,00,00,00,00,09,01
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,EC,0D,00
1087,8,00,40,61,FF,6E,E3,0D,00
544,8,8F,03,FF,C7,0C,00,49,10
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1349,8,D8,70,00,89,00,00,00,00
848,8,00,6B,21,94,97,00,00,49
399,8,FA,6C,00,00,00,44,00,20
497,8,00,00,00,00,00,00,00,00
339,8,00,00,00,FF,00,FF,70,6E
320,8,00,00,00,00,06,21,2D,30
320,8,00,00,00,00,0A,00,2F,39
2,8,00,00,00,00,00,06,01,A2
304,8,92,80,00,FF,80,7C,03,15
688,5,E9,FF,00,07,FF
688,5,E9,FF,00,07,11
357,8,FE,07,80,00,00,00,08,71
1349,8,D8,70,00,8A,00,00,00,00
1349,8,D8,00,00,8A,00,00,00,00
320,8,00,00,00,00,02,08,2E,72
2,8,00,00,00,00,00,08,00,50
688,5,E9,FF,00,07,DD
357,8,FF,F7,7F,00,00,00,04,73
339,8,00,00,00,FF,00,FF,30,2E
1088,8,FF,00,00,00,FF,3C,0D,00
320,8,00,00,00,00,18,09,29,7A
880,8,00,20,00,80,00,00,00,00
1349,8,D8,00,00,8A,00,00,00,00
809,8,D6,B8,7E,10,11,20,00,12
544,8,8F,03,FF,C7,0C,00,48,10
399,8,FA,6E,00,00,00,44,00,20
320,8,00,00,00,00,12,0D,24,D9
305,8,00,80,00,00,F2,7B,06,CA
1264,8,80,00,EC,00,00,39,3C,0F
1264,8,80,00,EE,00,00,39,3C,0F
1435,8,00,00,00,00,00,00,00,88
497,8,00,00,00,00,00,00,00,00
688,5,EB,FF,00,07,FD
497,8,00,00,00,00,00,00,00,00
848,8,00,6B,11,94,97,00,00,79
1087,8,00,40,61,FF,6E,C9,0C,00
880,8,00,20,00,80,00,00,00,00
1264,8,80,00,FE,00,00,39,3C,0F
1349,8,D8,6E,00,8A,00,00,00,00
809,8,D6,B8,7E,10,11,20,00,12
339,8,00,00,00,FF,00,FF,E0,DE
688,5,E9,FF,00,07,FF
320,8,00,00,00,00,14,20,22,DC
1200,8,01,00,00,00,00,00,00,00
357,8,FE,07,80,00,00,00,0B,72
1435,8,00,00,00,00,00,00,00,C4
544,8,8E,03,FF,C7,0C,00,4A,10
1349,8,D8,6D,00,8A,00,00,00,00
1088,8,FF,00,00,00,FF,86,0C,00
1087,8,00,40,61,FF,6E,7A,0C,00
880,8,00,20,00,80,00,00,00,00
2,8,00,00,00,00,00,00,04,7E
1349,8,D8,00,00,8A,00,00,00,00
608,8,23,35,32,30,25,A7,56,08
497,8,00,00,00,00,00,00,00,00
320,8,00,00,00,00,0C,20,2B,3D
544,8,92,03,FF,C7,0C,00,48,10
790,8,45,35,B8,0C,35,3B,00,72
320,8,00,00,00,00,18,24,21,DC
304,8,96,80,00,FF,96,7C,03,61
848,8,00,6B,A1,94,97,00,00,C9
880,8,00,20,00,80,00,00,00,00
544,8,90,03,FF,C7,0C,00,48,10
544,8,8E,03,FF,C7,0C,00,48,10
880,8,00,20,00,80,00,00,00,00
1087,8,00,40,61,FF,6E,25,0C,00
320,8,00,00,00,00,02,29,20,ED
1088,8,FF,00,00,00,FF,1A,0C,00
880,8,00,20,00,80,00,00,00,00
1087,8,00,40,61,FF,6E,0A,0C,00
1349,8,D8,00,00,89,00,00,00,00
809,8,D6,B8,7E,10,11,20,00,12
544,8,90,03,FF,C7,0C,00,48,10
790,8,45,35,40,0C,35,3B,00,72
357,8,FF,F7,7F,00,00,00,08,7F
305,8,F8,7F,00,00,ED,7B,01,75
1201,8,01,00,00,00,00,00,00,01
688,5,E9,FF,00,07,99
848,8,00,6B,B1,94,97,00,00,D9
848,8,00,6B,C1,94,97,00,00,A9
1508,3,00,00,00
544,8,8D,03,FF,C7,0C,00,48,10
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
356,8,00,08,00,00,00,00,06,0E
1680,8,03,00,01,00,80,00,0C,00
672,8,08,00,8D,1C,B5,09,7D,03
544,8,91,03,FF,C7,0C,00,48,10
320,8,00,00,00,00,08,0E,29,9B
320,8,00,00,00,00,0C,01,2B,04
304,8,92,80,00,FF,9D,7C,0D,2E
320,8,00,00,00,00,14,0F,2F,8B
356,8,00,08,00,00,00,00,05,0D
1088,8,FF,00,00,00,FF,87,0B,00
544,8,8F,03,FF,C7,0C,00,48,10
544,8,91,03,FF,C7,09,00,48,10
1088,8,FF,00,00,00,FF,89,0B,00
880,8,00,20,00,80,00,00,00,00
320,8,00,00,00,00,12,0D,2C,31
1349,8,D8,00,00,8A,00,00,00,00
160,8,70,82,00,0C,00,27,02,00
1508,3,00,00,00
1349,8,D8,00,00,89,00,00,00,00
497,8,00,00,00,00,00,00,00,00
320,8,00,00,00,00,12,12,27,E9
320,8,00,00,00,00,16,00,29,65
305,8,20,80,00,00,DC,7B,0B,1D
1201,8,01,00,00,00,00,00,00,01
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,68,0B,00
688,5,E9,FF,00,07,CC
544,8,91,03,FF,C7,0C,00,46,10
1087,8,00,40,61,FF,6E,5E,0B,00
848,8,00,6B,C1,94,97,00,00,A9
1349,8,D8,69,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
356,8,00,08,00,00,00,00,02,0A
1349,8,D8,00,00,89,00,00,00,00
809,8,86,B8,7E,10,11,20,00,12
399,8,FA,6F,00,00,00,44,00,20
339,8,00,00,00,FF,00,FF,00,FE
320,8,00,00,00,00,16,20,27,B6
320,8,00,00,00,00,02,29,29,18
2,8,00,00,00,00,00,00,0B,C5
1088,8,FF,00,00,00,FF,2C,0B,00
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,1B,0B,00
704,8,3D,00,00,00,00,00,00,00
544,8,90,03,FF,C7,0C,00,48,10
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,03,0B,00
880,8,00,20,00,80,00,00,00,00
2,8,00,00,00,00,00,01,0C,DA
1349,8,D8,00,00,89,00,00,00,00
399,8,FA,6F,00,00,00,44,00,20
497,8,00,00,00,00,00,00,00,00
320,8,00,00,00,00,02,00,23,A9
320,8,00,00,00,00,02,00,25,E7
357,8,FF,F7,7F,00,00,00,0A,7D
357,8,FF,F7,7F,00,00,00,0C,7B
688,5,E9,FF,00,07,99
304,8,92,80,00,FF,8F,7C,0D,35
688,5,E9,FF,00,07,DD
688,5,E9,FF,00,07,FF
688,5,E9,FF,00,07,11
880,8,00,20,00,80,00,00,00,00
809,8,40,B8,7E,10,11,20,00,12
2,8,00,00,00,00,00,04,08,CF
399,8,FA,6E,00,00,00,44,00,20
497,8,00,00,00,00,00,00,00,00
809,8,86,B8,7E,10,11,20,00,12
399,8,FA,6E,00,00,00,44,00,20
497,8,00,00,00,00,00,00,00,00
688,5,E9,FF,00,07,33
688,5,EB,FF,00,07,75
356,8,00,08,00,00,00,00,0B,03
688,5,E9,FF,00,07,99
1088,8,FF,00,00,00,FF,AE,0A,00
544,8,8F,03,FF,C7,0C,00,48,10
1349,8,D8,00,00,89,00,00,00,00
688,5,E9,FF,00,07,11
399,8,FA,6E,00,00,00,44,00,20
688,5,E9,FF,00,07,55
809,8,40,B8,7E,10,11,20,00,12
688,5,EB,FF,00,07,B9
497,8,00,00,00,00,00,00,00,00
544,8,8F,03,FF,C7,0C,00,48,10
1088,8,FF,00,00,00,FF,6D,0A,00
320,8,00,00,00,00,08,0E,2F,D5
304,8,92,80,00,FF,7E,7C,01,AE
2,8,00,00,00,00,00,08,03,77
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
544,8,90,03,FF,C7,0C,00,48,10
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1087,8,00,40,61,FF,6E,60,0A,00
1349,8,D8,00,00,89,00,00,00,00
305,8,00,80,00,00,01,7C,02,43
399,8,FA,6E,00,00,00,44,00,20
1264,8,80,00,14,00,00,39,3C,0F
544,8,8E,03,FF,C7,0C,00,48,10
544,8,8F,03,FF,C7,09,00,48,10
320,8,00,00,00,00,06,26,2B,87
1508,3,00,00,00
356,8,00,08,00,00,00,00,03,0B
1349,8,D8,68,00,89,00,00,00,00
848,8,00,6B,21,94,97,00,00,49
880,8,00,20,00,80,00,00,00,00
1087,8,00,40,61,FF,6E,17,0A,00
1349,8,D8,00,00,89,00,00,00,00
898,8,00,00,00,00,00,00,00,88
399,8,FA,6E,00,00,00,44,00,20
1200,8,01,00,00,00,00,00,00,00
544,8,90,03,FF,C7,0C,00,48,10
497,8,00,00,00,00,00,00,00,00
497,8,00,00,00,00,00,00,00,00
880,8,00,20,00,80,00,00,00,00
497,8,00,00,00,00,00,00,00,00
688,5,E9,FF,00,07,00
688,5,EB,FF,00,07,02
305,8,F8,7F,00,00,F9,7B,0D,F7
1088,8,FF,00,00,00,FF,DB,09,00
1087,8,00,40,61,FF,6E,D5,09,00
1349,8,D8,00,00,89,00,00,00,00
544,8,8F,03,FF,C7,09,00,48,10
672,8,08,00,8E,1C,B5,09,7D,03
790,8,45,3A,34,0A,3A,3A,00,72
1264,8,80,00,4A,00,00,39,3C,0F
1680,8,03,00,01,00,80,00,2C,00
305,8,00,80,00,00,C6,7B,0E,0C
1264,8,80,00,50,00,00,39,3C,0F
1264,8,80,00,52,00,00,39,3C,0F
1264,8,80,00,54,00,00,39,3C,0F
497,8,00,00,00,00,00,00,00,00
1508,3,00,00,00
1088,8,FF,00,00,00,FF,B9,09,00
2,8,00,00,00,00,00,03,0B,11
880,8,00,20,00,80,00,00,00,00
1349,8,D8,00,00,89,00,00,00,00
898,8,00,00,00,00,00,00,00,88
809,8,D6,B8,7E,10,11,20,00,12
544,8,8E,03,FF,C7,0C,00,48,10
1349,8,D8,6E,00,89,00,00,00,00
608,8,26,3A,39,30,25,9E,56,30
608,8,26,3A,38,30,25,9E,55,14
356,8,00,08,00,00,00,00,00,08
497,8,00,00,00,00,00,00,00,00
544,8,90,03,FF,C7,0C,00,47,10
497,8,00,00,00,00,00,00,00,00
497,8,00,00,00,00,00,00,00,00
1435,8,00,00,00,00,00,00,00,C4
1088,8,FF,00,00,00,FF,E7,09,00
305,8,F8,7F,00,00,BE,7B,0A,4E
1200,8,01,00,00,00,00,00,00,00
688,5,E9,FF,00,07,AA
1349,8,D8,00,00,89,00,00,00,00
357,8,FF,07,80,00,00,00,03,7B
608,8,26,3B,39,30,25,9E,59,3C
688,5,EB,FF,00,07,02
305,8,00,80,00,00,C4,7B,07,FA
357,8,FF,07,80,00,00,00,0B,73
357,8,FD,17,80,00,00,00,0D,67
357,8,FF,F7,7F,00,00,00,0F,78
357,8,FE,07,80,00,00,00,01,78
544,8,8F,03,FF,C7,0C,00,48,10
1435,8,00,00,00,00,00,00,00,00
1088,8,FF,00,00,00,FF,DB,09,00
1088,8,FF,00,00,00,FF,DB,09,00
356,8,00,08,00,00,00,00,0C,04
880,8,00,20,00,80,00,00,00,00
1349,8,D8,70,00,89,00,00,00,00
809,8,D6,B8,7E,10,11,20,00,12
339,8,00,00,00,FF,00,FF,A0,9E
399,8,FA,6D,00,00,00,44,00,20
320,8,00,00,00,00,06,26,23,6F
304,8,92,80,00,FF,87,7C,05,D1
399,8,FA,6D,00,00,00,44,00,20
672,8,48,00,8E,1C,B5,09,7D,03
399,8,FA,6D,00,00,00,44,00,20
1265,8,08,17,00,00,00,00,00,00
1264,8,80,00,B2,00,00,39,3C,0F
1264,8,80,00,B4,00,00,39,3C,0F
544,8,90,03,FF,C7,0C,00,48,10
1264,8,80,00,B8,00,00,39,3C,0F
356,8,00,08,00,00,00,00,0A,02
305,8,00,80,00,00,CA,7B,08,48
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,DE,09,00
1349,8,D8,72,00,89,00,00,00,00
1087,8,00,40,61,FF,6E,E0,09,00
339,8,00,00,00,FF,00,FF,10,0E
1349,8,D8,00,00,89,00,00,00,00
608,8,27,3A,38,30,25,9E,54,14
356,8,00,08,00,00,00,00,0D,05
688,5,E9,FF,00,07,DD
688,5,E9,FF,00,07,FF
544,8,90,03,FF,C7,0C,00,48,10
688,5,E9,FF,00,07,33
880,8,00,20,00,80,00,00,00,00
672,8,48,00,8E,1C,B5,09,7D,03
497,8,00,00,00,00,00,00,00,00
848,8,00,6B,D1,94,97,00,00,B9
848,8,00,6B,E1,94,97,00,00,89
320,8,00,00,00,00,08,20,2B,3B
2,8,00,00,00,00,00,03,0D,5F
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,E1,0A,00
1087,8,00,40,61,FF,6E,13,0B,00
898,8,00,00,00,00,00,00,00,4C
1088,8,FF,00,00,00,FF,82,0B,00
880,8,00,20,00,80,00,00,00,00
898,8,00,00,00,00,00,00,00,88
1200,8,01,00,00,00,00,00,00,00
608,8,2E,53,66,30,25,A7,8B,77
399,8,FA,6C,00,00,00,44,00,20
497,8,00,00,00,00,00,00,00,00
688,5,EB,FF,00,07,9B
688,5,EB,FF,00,07,FD
305,8,EC,7F,00,00,E6,7B,09,CD
880,8,00,20,00,80,00,00,00,00
1435,8,00,00,00,00,00,00,00,4C
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,DD,0F,00
339,8,00,00,00,FF,00,FF,60,5E
1508,3,00,00,00
809,8,0F,B9,7E,10,11,20,00,12
2,8,00,00,00,00,00,08,0A,82
497,8,00,00,00,00,00,00,00,00
497,8,00,00,00,00,00,00,00,00
544,8,92,03,FF,C7,0C,00,48,10
1264,8,80,00,18,00,00,39,3C,0F
320,8,00,00,00,00,10,33,23,A7
320,8,00,00,00,00,14,0F,25,59
320,8,00,00,00,00,02,09,27,CB
320,8,00,00,00,00,06,23,29,DC
2,8,00,00,00,00,00,09,0B,D3
1264,8,80,00,24,00,00,39,3C,0F
1264,8,80,00,26,00,00,39,3C,0F
1088,8,FF,00,00,00,FF,30,0E,00
339,8,00,00,00,FF,00,FF,60,5E
1349,8,D8,00,00,89,00,00,00,00
809,8,0F,B9,7E,10,11,20,00,12
305,8,F8,7F,00,00,FD,7B,08,98
160,8,71,82,F4,0D,00,26,02,00
304,8,93,80,00,FF,7F,7C,0C,FD
1349,8,D8,00,00,89,00,00,00,00
672,8,28,00,8E,1C,B5,09,7D,03
790,8,45,30,B4,0D,30,37,00,72
544,8,8F,03,FF,C7,0C,00,48,10
1440,8,00,00,00,00,00,00,00,00
320,8,00,00,00,00,06,26,27,1B
304,8,9D,80,00,FF,87,7C,09,11
1088,8,FF,00,00,00,FF,F7,0C,00
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1508,3,00,00,00
544,8,91,03,FF,C7,0C,00,50,10
848,8,00,6B,41,94,97,00,00,29
1087,8,00,40,61,FF,6E,AB,0C,00
320,8,00,00,00,00,06,39,28,B7
2,8,00,00,00,00,00,01,0A,94
672,8,48,00,8E,1C,B5,09,7D,03
497,8,00,00,00,00,00,00,00,00
544,8,8D,03,FF,C7,0C,00,48,10
497,8,00,00,00,00,00,00,00,00
320,8,00,00,00,00,1C,23,23,19
320,8,00,00,00,00,02,21,25,DE
688,5,E9,FF,00,07,55
688,5,E9,FF,00,07,77
2,8,00,00,00,00,00,02,0B,5D
1264,8,80,00,66,00,00,39,3C,0F
1264,8,80,00,68,00,00,39,3C,0F
1264,8,80,00,6A,00,00,39,3C,0F
880,8,00,20,00,80,00,00,00,00
848,8,00,6B,41,94,97,00,00,29
809,8,40,B9,7E,10,11,20,00,12
898,8,00,00,00,00,00,00,00,88
608,8,21,37,32,30,25,A5,62,1C
357,8,FF,07,80,00,00,00,00,78
809,8,86,B9,7E,10,11,20,00,12
672,8,68,00,8E,1C,B5,09,7D,03
497,8,00,00,00,00,00,00,00,00
357,8,FF,F7,7F,00,00,00,08,7F
320,8,00,00,00,00,06,21,25,D8
356,8,00,08,00,00,00,00,0B,03
880,8,00,20,00,80,00,00,00,00
1435,8,00,00,00,00,00,00,00,00
1088,8,FF,00,00,00,FF,55,0B,00
1087,8,00,40,61,FF,6E,51,0B,00
1349,8,D8,00,00,8A,00,00,00,00
672,8,48,00,8E,1C,B5,09,7D,03
1087,8,00,40,61,FF,6E,34,0B,00
320,8,00,00,00,00,02,08,26,9A
1200,8,01,00,00,00,00,00,00,00
1349,8,D8,65,00,8A,00,00,00,00
672,8,08,00,8E,1C,B5,09,7D,03
790,8,45,3E,70,0B,3E,39,00,72
497,8,00,00,00,00,00,00,00,00
320,8,00,00,00,00,18,09,21,92
320,8,00,00,00,00,1C,00,23,B8
339,8,00,00,00,FF,00,FF,10,0E
688,5,EB,FF,00,07,8A
688,5,E9,FF,00,07,CC
399,8,FA,6F,00,00,00,44,00,20
356,8,00,08,00,00,00,00,01,09
688,5,E9,FF,00,07,22
688,5,E9,FF,00,07,44
544,8,8F,03,FF,C7,0C,00,51,10
1264,8,80,00,B0,00,00,39,3C,0F
1264,8,80,00,B2,00,00,39,3C,0F
305,8,00,80,00,00,E8,7B,08,7B
356,8,00,08,00,00,00,00,0E,06
1349,8,D8,00,00,8A,00,00,00,00
898,8,00,00,00,00,00,00,00,88
672,8,28,00,8E,1C,B5,09,7D,03
898,8,00,00,00,00,00,00,00,00
704,8,3D,00,00,00,00,00,00,00
809,8,D6,B9,7E,10,11,35,27,12
790,8,45,5E,B8,0D,5E,36,00,72
320,8,00,00,00,00,12,21,29,5A
2,8,00,00,00,00,00,00,0B,C5
544,8,8F,03,FF,C7,0C,00,48,10
544,8,91,03,FF,C7,0C,00,48,10
544,8,90,03,FF,C7,0C,00,48,10
544,8,90,03,FF,C7,0C,00,47,10
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,52,10,00
688,5,E9,FF,00,07,FF
1200,8,01,00,00,00,00,00,00,00
688,5,EB,FF,00,07,13
1088,8,FF,00,00,00,FF,61,13,00
688,5,E9,FF,00,07,77
672,8,08,00,8E,1C,B5,09,7D,03
399,8,FA,6F,00,00,00,44,00,20
688,5,EB,FF,00,07,FD
320,8,00,00,00,00,14,26,27,00
1088,8,FF,00,00,00,FF,65,18,00
357,8,FF,F7,7F,00,00,00,08,7F
357,8,FF,F7,7F,00,00,00,0A,7D
544,8,8F,03,FF,C7,0C,00,48,10
688,5,E9,FF,00,07,AA
1087,8,00,40,61,FF,6E,96,1D,00
688,5,E9,FF,00,07,EE
1349,8,D8,8B,00,8A,00,00,00,00
399,8,FA,6F,00,00,00,44,00,20
688,5,E9,FF,00,07,44
688,5,E9,FF,00,07,66
357,8,FF,F7,7F,00,00,00,0D,7A
304,8,92,80,00,FF,7D,7C,00,3F
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1264,8,80,00,04,00,00,39,3C,0F
1088,8,FF,00,00,00,FF,E4,1A,00
880,8,00,20,00,80,00,00,00,00
497,8,00,00,00,00,00,00,00,00
1349,8,D8,00,00,8A,00,00,00,00
320,8,00,00,00,00,0A,00,2F,39
305,8,00,80,00,00,F3,7B,01,16
1201,8,01,00,00,00,00,00,00,01
898,8,00,00,00,00,00,00,00,4C
608,8,19,1A,1A,30,25,BE,43,33
544,8,90,03,FF,C7,0C,00,48,10
339,8,00,00,00,FF,00,FF,D0,CE
809,8,86,BA,7E,10,11,20,00,12
339,8,00,00,00,FF,00,FF,20,1E
320,8,00,00,00,00,06,15,20,5D
320,8,00,00,00,00,0A,04,22,95
304,8,92,80,00,FF,7F,7C,04,48
1435,8,00,00,00,00,00,00,00,00
1088,8,FF,00,00,00,FF,B3,13,00
497,8,00,00,00,00,00,00,00,00
497,8,00,00,00,00,00,00,00,00
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
304,8,92,80,00,FF,8A,7C,01,20
880,8,00,20,00,80,00,00,00,00
1087,8,00,40,61,FF,6E,64,11,00
1349,8,D8,55,00,8A,00,00,00,00
1349,8,D8,56,00,8A,00,00,00,00
672,8,08,00,8E,1C,B5,09,7D,03
848,8,00,6B,91,94,97,00,00,F9
688,5,E9,FF,00,07,DD
320,8,00,00,00,00,14,06,20,26
304,8,92,80,00,FF,8A,7C,02,07
688,5,E9,FF,00,07,33
1088,8,FF,00,00,00,FF,82,10,00
544,8,90,03,FF,C7,0C,00,48,10
608,8,1B,30,24,30,25,B3,61,39
608,8,1B,30,24,30,25,B3,5F,1E
544,8,8D,03,FF,C7,0C,00,48,10
544,8,8F,03,FF,C7,0C,00,48,10
544,8,91,03,FF,C7,0C,00,48,10
848,8,00,6B,41,94,97,00,00,29
848,8,00,6B,51,94,97,00,00,39
1435,8,00,00,00,00,00,00,00,C4
1200,8,01,00,00,00,00,00,00,00
1088,8,FF,00,00,00,FF,5C,0F,00
1349,8,D8,00,00,8A,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1435,8,00,00,00,00,00,00,00,88
1087,8,00,40,61,FF,6E,FF,0E,00
1349,8,D8,00,00,8A,00,00,00,00
